eventnum,well,X531.40..488.,X572.27..488.,X692.40..488.,Trigger.Pulse.Width,SSC,FSC,estimated_diameter
434161,J14,19.050537193294,2.13834672094338,20.6452114796264,13066,2.24615865890561,1.79056760374824,0.22
432183,J15,126.399572605076,18.9144811975246,36.0381671536834,21072,5.85898337414077,3.98812758044401,0.31
429622,J16,123.954334712359,23.6904196533426,49.7691758604718,21263,7.46109782783292,5.27433813515611,0.34
426957,J17,73.7871875172474,19.6487515373657,105.115674272956,17766,235.212263333104,205.843708543808,1.43
424519,J18,88.4413317241746,12.4758267728411,41.4003864013444,20320,7.7714656129383,2.68733178616459,0.26
421980,J19,10.3430455550322,2.43828777343455,3.22148891001564,9205,4.33961470217658,8.40662320075688,0.41
419308,J20,100.790121503766,9.04271468274894,31.7474599777315,21061,7.37042745274833,1.11225307034796,0.19
417382,J21,123.762858643203,23.0338069516486,76.9214324676956,20799,11.6767444965607,7.3466418289322,0.39
414804,J22,158.538329344078,22.4300415522077,29.6014834981255,22253,9.24055895501992,5.13897452552332,0.34
411739,J23,17.8855558352635,6.24587461692597,26.4945616336697,12852,11.5966100755159,6.33783484596519,0.37
465873,K02,69.5871895624731,12.3867263439449,11.232490868889,18349,5.77478267047342,2.90737449701225,0.27
468326,K03,229.659272296072,30.1727057744541,54.2926713829001,24514,6.79443456288409,6.85678615952863,0.38
470454,K04,22.5628291415461,4.91367298592065,21.5372831610213,11730,5.99896284172293,1.02648483843607,0.18
473225,K05,76.791816591722,13.0094163362288,56.7581616158913,18917,4.12725802929689,2.14225705639765,0.24
475365,K06,153.884481025565,30.2746479450821,80.4710463543953,22017,10.948829071048,8.43147041203946,0.41
477267,K07,73.2705074286392,10.5708250870721,26.7753018174361,17135,3.75425636531401,5.05658627899922,0.34
479061,K08,100.39428345467,11.39947277291,29.9656384442317,20337,2.11384550214657,1.19171354346834,0.19
481153,K09,585.075502189598,79.7168800453597,148.96893163174,28509,16.8390799674831,12.5039117089834,0.48
484233,K10,48.1387841682277,6.73264995513399,32.652468234146,18343,4.46457654613221,1.7144738261043,0.22
486276,K11,14.157969635404,1.78704805218927,6.07361509280333,10914,1.02966348710731,1.02662910935778,0.18
489212,K13,15.6854002588518,2.34156833193231,3.3207809910776,11546,3.68628878915344,1.02634058778857,0.18
491448,K14,100.875146786913,28.4192937636884,147.055227970341,19670,142.738462881106,243.760252244355,1.52
493996,K15,24.5617207294635,6.50203520156124,17.7453460402815,13898,7.01665900271464,1.23797650460471,0.19
497102,K16,82.544285323454,10.8370757581018,52.5583944361491,18220,11.0508579412861,1.77877931423445,0.22
500096,K17,192.984514176408,29.6431142675355,43.6530555850507,23966,5.9469185748944,4.03492030206187,0.31
502666,K18,85.2919813203339,9.41358141029189,29.7516284803117,18792,10.2216612550035,2.2335672003849,0.24
